Voltage	Current	NEPeph	NEPs	NEPa	NEP	NEPph	Sv	NEP^2-NEPph^2
0.00222901	3.45073e-08	7.75246e-15	7.01892e-13	1.45106e-12	1.61192e-12	0	3121.9	1.61192e-12
0.00223301	3.46036e-08	7.75246e-15	7.01569e-13	1.45132e-12	1.61201e-12	0	3121.32	1.61201e-12
0.00223701	3.47002e-08	7.75246e-15	7.01247e-13	1.45159e-12	1.61211e-12	0	3120.74	1.61211e-12
0.00224102	3.47969e-08	7.75246e-15	7.00928e-13	1.45186e-12	1.61222e-12	0	3120.14	1.61222e-12
0.00224502	3.48938e-08	7.75246e-15	7.0061e-13	1.45214e-12	1.61233e-12	0	3119.53	1.61233e-12
0.00224902	3.49909e-08	7.75246e-15	7.00295e-13	1.45242e-12	1.61245e-12	0	3118.9	1.61245e-12
0.00225303	3.50883e-08	7.75246e-15	6.99982e-13	1.45271e-12	1.61258e-12	0	3118.26	1.61258e-12
0.00225703	3.51858e-08	7.75246e-15	6.99671e-13	1.45301e-12	1.61271e-12	0	3117.61	1.61271e-12
0.00226103	3.52835e-08	7.75246e-15	6.99362e-13	1.45331e-12	1.61285e-12	0	3116.95	1.61285e-12
0.00226503	3.53814e-08	7.75246e-15	6.99055e-13	1.45362e-12	1.613e-12	0	3116.27	1.613e-12
0.00226904	3.54795e-08	7.75246e-15	6.9875e-13	1.45394e-12	1.61315e-12	0	3115.59	1.61315e-12
0.00227304	3.55779e-08	7.75246e-15	6.98447e-13	1.45426e-12	1.61331e-12	0	3114.88	1.61331e-12
0.00227704	3.56764e-08	7.75246e-15	6.98146e-13	1.45459e-12	1.61347e-12	0	3114.17	1.61347e-12
0.00228105	3.57751e-08	7.75246e-15	6.97847e-13	1.45492e-12	1.61364e-12	0	3113.45	1.61364e-12
0.00228505	3.5874e-08	7.75246e-15	6.97548e-13	1.45526e-12	1.61382e-12	0	3112.72	1.61382e-12
0.00228905	3.59731e-08	7.75246e-15	6.97254e-13	1.4556e-12	1.614e-12	0	3111.97	1.614e-12
0.00229305	3.60725e-08	7.75246e-15	6.96961e-13	1.45595e-12	1.61419e-12	0	3111.2	1.61419e-12
0.00229706	3.6172e-08	7.75246e-15	6.9667e-13	1.45631e-12	1.61439e-12	0	3110.43	1.61439e-12
0.00230106	3.62717e-08	7.75246e-15	6.96382e-13	1.45667e-12	1.61459e-12	0	3109.64	1.61459e-12
0.00230506	3.63717e-08	7.75246e-15	6.96095e-13	1.45704e-12	1.6148e-12	0	3108.84	1.6148e-12
0.00230907	3.64718e-08	7.75246e-15	6.9581e-13	1.45742e-12	1.61502e-12	0	3108.03	1.61502e-12
0.00231307	3.65721e-08	7.75246e-15	6.95528e-13	1.4578e-12	1.61524e-12	0	3107.21	1.61524e-12
0.00231707	3.66727e-08	7.75246e-15	6.95247e-13	1.45818e-12	1.61546e-12	0	3106.37	1.61546e-12
0.00232107	3.67734e-08	7.75246e-15	6.94967e-13	1.45857e-12	1.61569e-12	0	3105.54	1.61569e-12
0.00232508	3.68744e-08	7.75246e-15	6.9469e-13	1.45897e-12	1.61593e-12	0	3104.68	1.61593e-12
0.00232908	3.69756e-08	7.75246e-15	6.94415e-13	1.45937e-12	1.61618e-12	0	3103.81	1.61618e-12
0.00233308	3.70769e-08	7.75246e-15	6.94143e-13	1.45978e-12	1.61643e-12	0	3102.92	1.61643e-12
0.00233709	3.71785e-08	7.75246e-15	6.93872e-13	1.4602e-12	1.61669e-12	0	3102.03	1.61669e-12
0.00234109	3.72803e-08	7.75246e-15	6.93603e-13	1.46062e-12	1.61696e-12	0	3101.13	1.61696e-12
0.00234509	3.73823e-08	7.75246e-15	6.93336e-13	1.46104e-12	1.61723e-12	0	3100.21	1.61723e-12
0.0023491	3.74845e-08	7.75246e-15	6.93072e-13	1.46148e-12	1.61751e-12	0	3099.28	1.61751e-12
0.0023531	3.75869e-08	7.75246e-15	6.92809e-13	1.46191e-12	1.61779e-12	0	3098.34	1.61779e-12
0.0023571	3.76895e-08	7.75246e-15	6.92548e-13	1.46236e-12	1.61808e-12	0	3097.39	1.61808e-12
0.0023611	3.77924e-08	7.75246e-15	6.92289e-13	1.46281e-12	1.61837e-12	0	3096.43	1.61837e-12
0.00236511	3.78954e-08	7.75246e-15	6.92034e-13	1.46327e-12	1.61868e-12	0	3095.45	1.61868e-12
0.00236911	3.79987e-08	7.75246e-15	6.91779e-13	1.46373e-12	1.61899e-12	0	3094.46	1.61899e-12
0.00237311	3.81021e-08	7.75246e-15	6.91526e-13	1.46419e-12	1.6193e-12	0	3093.46	1.6193e-12
0.00237712	3.82058e-08	7.75246e-15	6.91275e-13	1.46466e-12	1.61961e-12	0	3092.47	1.61961e-12
0.00238112	3.83097e-08	7.75246e-15	6.91026e-13	1.46514e-12	1.61994e-12	0	3091.45	1.61994e-12
0.00238512	3.84138e-08	7.75246e-15	6.90777e-13	1.46562e-12	1.62027e-12	0	3090.42	1.62027e-12
0.00238913	3.85181e-08	7.75246e-15	6.90531e-13	1.46611e-12	1.62061e-12	0	3089.38	1.62061e-12
0.00239313	3.86226e-08	7.75246e-15	6.90288e-13	1.4666e-12	1.62095e-12	0	3088.33	1.62095e-12
0.00239713	3.87274e-08	7.75246e-15	6.90046e-13	1.4671e-12	1.6213e-12	0	3087.26	1.6213e-12
0.00240113	3.88323e-08	7.75246e-15	6.89807e-13	1.46761e-12	1.62165e-12	0	3086.19	1.62165e-12
0.00240514	3.89375e-08	7.75246e-15	6.89569e-13	1.46812e-12	1.62202e-12	0	3085.11	1.62202e-12
0.00240914	3.90429e-08	7.75246e-15	6.89334e-13	1.46863e-12	1.62238e-12	0	3084.01	1.62238e-12
0.00241314	3.91485e-08	7.75246e-15	6.891e-13	1.46915e-12	1.62276e-12	0	3082.91	1.62276e-12
0.00241715	3.92543e-08	7.75246e-15	6.88868e-13	1.46968e-12	1.62313e-12	0	3081.79	1.62313e-12
0.00242115	3.93603e-08	7.75246e-15	6.88638e-13	1.47021e-12	1.62352e-12	0	3080.67	1.62352e-12
0.00242515	3.94666e-08	7.75246e-15	6.88408e-13	1.47074e-12	1.6239e-12	0	3079.55	1.6239e-12
0.00242916	3.95731e-08	7.75246e-15	6.88184e-13	1.47129e-12	1.6243e-12	0	3078.39	1.6243e-12
0.00243316	3.96797e-08	7.75246e-15	6.87959e-13	1.47184e-12	1.62471e-12	0	3077.23	1.62471e-12
0.00243716	3.97866e-08	7.75246e-15	6.87737e-13	1.4724e-12	1.62511e-12	0	3076.06	1.62511e-12
0.00244117	3.98938e-08	7.75246e-15	6.87516e-13	1.47296e-12	1.62553e-12	0	3074.88	1.62553e-12
0.00244517	4.00011e-08	7.75246e-15	6.87298e-13	1.47352e-12	1.62595e-12	0	3073.69	1.62595e-12
0.00244917	4.01087e-08	7.75246e-15	6.87081e-13	1.47409e-12	1.62637e-12	0	3072.49	1.62637e-12
0.00245318	4.02165e-08	7.75246e-15	6.86864e-13	1.47466e-12	1.6268e-12	0	3071.29	1.6268e-12
0.00245718	4.03245e-08	7.75246e-15	6.86651e-13	1.47524e-12	1.62723e-12	0	3070.07	1.62723e-12
0.00246118	4.04327e-08	7.75246e-15	6.8644e-13	1.47583e-12	1.62767e-12	0	3068.85	1.62767e-12
0.00246518	4.05411e-08	7.75246e-15	6.86231e-13	1.47642e-12	1.62812e-12	0	3067.61	1.62812e-12
0.00246919	4.06498e-08	7.75246e-15	6.86025e-13	1.47702e-12	1.62858e-12	0	3066.35	1.62858e-12
0.00247319	4.07587e-08	7.75246e-15	6.8582e-13	1.47762e-12	1.62904e-12	0	3065.09	1.62904e-12
0.00247719	4.08678e-08	7.75246e-15	6.85616e-13	1.47823e-12	1.62951e-12	0	3063.82	1.62951e-12
0.0024812	4.09771e-08	7.75246e-15	6.85412e-13	1.47884e-12	1.62997e-12	0	3062.55	1.62997e-12
0.0024852	4.10867e-08	7.75246e-15	6.85212e-13	1.47946e-12	1.63045e-12	0	3061.26	1.63045e-12
0.0024892	4.11965e-08	7.75246e-15	6.85014e-13	1.48008e-12	1.63093e-12	0	3059.97	1.63093e-12
0.00249321	4.13065e-08	7.75246e-15	6.84818e-13	1.4807e-12	1.63142e-12	0	3058.66	1.63142e-12
0.00249721	4.14167e-08	7.75246e-15	6.84623e-13	1.48134e-12	1.63191e-12	0	3057.33	1.63191e-12
0.00250121	4.15272e-08	7.75246e-15	6.84433e-13	1.48198e-12	1.63242e-12	0	3056	1.63242e-12
0.00250522	4.16378e-08	7.75246e-15	6.8424e-13	1.48262e-12	1.63292e-12	0	3054.67	1.63292e-12
0.00250922	4.17488e-08	7.75246e-15	6.84051e-13	1.48327e-12	1.63343e-12	0	3053.32	1.63343e-12
0.00251322	4.18599e-08	7.75246e-15	6.83864e-13	1.48392e-12	1.63394e-12	0	3051.98	1.63394e-12
0.00251723	4.19713e-08	7.75246e-15	6.83679e-13	1.48458e-12	1.63446e-12	0	3050.61	1.63446e-12
0.00252123	4.20829e-08	7.75246e-15	6.83495e-13	1.48525e-12	1.63499e-12	0	3049.23	1.63499e-12
0.00252523	4.21947e-08	7.75246e-15	6.83312e-13	1.48592e-12	1.63552e-12	0	3047.85	1.63552e-12
0.00252924	4.23067e-08	7.75246e-15	6.83134e-13	1.4866e-12	1.63606e-12	0	3046.45	1.63606e-12
0.00253324	4.2419e-08	7.75246e-15	6.82956e-13	1.48728e-12	1.63661e-12	0	3045.05	1.63661e-12
0.00253724	4.25315e-08	7.75246e-15	6.8278e-13	1.48796e-12	1.63715e-12	0	3043.64	1.63715e-12
0.00254125	4.26442e-08	7.75246e-15	6.82606e-13	1.48865e-12	1.63771e-12	0	3042.22	1.63771e-12
0.00254525	4.27572e-08	7.75246e-15	6.82433e-13	1.48935e-12	1.63827e-12	0	3040.79	1.63827e-12
0.00254925	4.28704e-08	7.75246e-15	6.82261e-13	1.49005e-12	1.63883e-12	0	3039.35	1.63883e-12
0.00255326	4.29838e-08	7.75246e-15	6.82094e-13	1.49076e-12	1.63941e-12	0	3037.9	1.63941e-12
0.00255726	4.30975e-08	7.75246e-15	6.81927e-13	1.49146e-12	1.63998e-12	0	3036.45	1.63998e-12
0.00256126	4.32114e-08	7.75246e-15	6.81761e-13	1.49218e-12	1.64057e-12	0	3034.98	1.64057e-12
0.00256527	4.33255e-08	7.75246e-15	6.81596e-13	1.4929e-12	1.64115e-12	0	3033.51	1.64115e-12
0.00256927	4.34399e-08	7.75246e-15	6.81434e-13	1.49363e-12	1.64175e-12	0	3032.02	1.64175e-12
